time,XEM
8/29/17 11:00,0.008143700693242772
8/29/17 12:00,-0.029860235875228014
8/29/17 13:00,-0.021716535181983687
8/29/17 14:00,0.008143700693242772
8/29/17 15:00,-0.10858267590991466
8/29/17 16:00,-0.10043897521667189
8/29/17 17:00,-0.10043897521667189
8/29/17 18:00,-0.038003936568469454
8/29/17 19:00,0.08415157383018457
8/29/17 20:00,0.0868661407279323
8/29/17 21:00,0.07329330623919295
8/29/17 22:00,0.09500984142117663
8/29/17 23:00,0.06514960554594995
8/30/17 0:00,-0.14387204558063948
8/30/17 1:00,-0.08958070762567982
8/30/17 2:00,-0.1302992110918999
8/30/17 3:00,-0.0760078731369418
8/30/17 4:00,0.3366062953207405
8/30/17 5:00,0.31760432703650565
8/30/17 6:00,0.47504920710588316
8/30/17 7:00,0.38546849948020157
8/30/17 8:00,0.3718956649914622
8/30/17 9:00,0.23616732010406705
8/30/17 10:00,0.24974015459280796
8/30/17 11:00,0.2144507849220847
8/30/17 12:00,0.2524547214905555
8/30/17 13:00,0.22802361941082405
8/30/17 14:00,0.2551692883883032
8/30/17 15:00,0.34474999601398304
8/30/17 16:00,0.4424744043329074
8/30/17 17:00,0.4506181050261502
8/30/17 18:00,0.2551692883883019
8/30/17 19:00,0.25788385528605096
8/30/17 20:00,0.2551692883883032
8/30/17 21:00,0.2497401545928064
8/30/17 22:00,0.418043302253176
8/30/17 23:00,0.45604723882164677
8/31/17 0:00,0.44518897123065493
8/31/17 1:00,0.4397598374351597
8/31/17 2:00,0.45604723882164677
8/31/17 3:00,1.4604369909883694
8/31/17 4:00,0.9799586500869928
8/31/17 5:00,0.944669280416268
8/31/17 6:00,0.6650688899482362
8/31/17 7:00,0.7872244003468905
8/31/17 8:00,0.7872244003468905
8/31/17 9:00,0.9555275480072614
8/31/17 10:00,0.944669280416268
8/31/17 11:00,0.944669280416268
8/31/17 12:00,0.9175236114387892
8/31/17 13:00,0.947383847314017
8/31/17 14:00,0.9989606183712276
8/31/17 15:00,1.1754074667248398
8/31/17 16:00,1.1048287273833959
8/31/17 17:00,1.096685026690153
8/31/17 18:00,1.289419276430254
8/31/17 19:00,1.2867047095325048
8/31/17 20:00,1.2867047095325048
8/31/17 21:00,1.2921338433280016
8/31/17 22:00,1.123830695667632
8/31/17 23:00,1.0858267590991613
9/1/17 0:00,1.0993995935879008
9/1/17 1:00,1.0668247908149253
9/1/17 2:00,1.0858267590991613
9/1/17 3:00,0.027145668977480497
9/1/17 4:00,0.06243503864820088
9/1/17 5:00,-0.05429133795495655
9/1/17 6:00,0.03800393656847101
9/1/17 7:00,0.08143700693243883
9/1/17 8:00,0.07872244003468953
9/1/17 9:00,0.07329330623919272
9/1/17 10:00,-0.07872244003468776
9/1/17 11:00,-0.07872244003468776
9/1/17 12:00,-0.10586810901216737
9/1/17 13:00,-0.10858267590991622
9/1/17 14:00,-0.1302992110918999
9/1/17 15:00,-0.24431102079730982
9/1/17 16:00,-0.2578838552860505
9/1/17 17:00,-0.2578838552860505
9/1/17 18:00,-0.2578838552860505
9/1/17 19:00,-0.2714566897747903
9/1/17 20:00,-0.2578838552860505
9/1/17 21:00,-0.2986023587522708
9/1/17 22:00,-0.3583228305027242
9/1/17 23:00,-0.2986023587522708
9/2/17 0:00,-0.2687421228770428
9/2/17 1:00,-0.25788385528605096
9/2/17 2:00,-0.27960039046803464
9/2/17 3:00,-0.40447046776443774
9/2/17 4:00,-0.5863464499135467
9/2/17 5:00,-0.4153287353554296
9/2/17 6:00,-0.6867854251302201
9/2/17 7:00,-0.597204717504539
9/2/17 8:00,-0.5809173161180499
9/2/17 9:00,-0.684070858232471
9/2/17 10:00,-0.730218495494185
9/2/17 11:00,-0.5429133795495806
9/2/17 12:00,-0.3936122001734459
9/2/17 13:00,-0.4859074746968748
9/2/17 14:00,-0.5239114112653445
9/2/17 15:00,-0.8768051079725718
9/2/17 16:00,-0.7926535341423873
9/2/17 17:00,-1.1455472308496149
9/2/17 18:00,-1.4332913220108923
9/2/17 19:00,-1.4197184875221525
9/2/17 20:00,-1.4332913220108923
9/2/17 21:00,-1.392572818544672
9/2/17 22:00,-1.3328523467942186
9/2/17 23:00,-1.392572818544672
9/3/17 0:00,-1.4115747868289081
9/3/17 1:00,-0.7926535341423873
9/3/17 2:00,-0.5347696788563363
9/3/17 3:00,-0.3908976332756984
9/3/17 4:00,0.11944094350090806
